Date,Amount_INR,Transaction_Status,Fraud_Flag,Is_Success,State,Merchant_Category,Transaction_Type,Device_Type,Network_Type,Sender_Bank,Receiver_Bank,Sender_Age_Group,Transaction_Authenticity
2024-05-11,573,Success,0,1,Tamil Nadu,Healthcare,P2M,Android,5G,ICICI,Yes Bank,26-35,Authenticated
2024-10-28,981,Success,0,1,Tamil Nadu,Other,Recharge,iOS,4G,Paytm Bank,SBI,26-35,Authenticated
2024-07-13,7776,Success,0,1,Uttar Pradesh,Education,P2M,Android,5G,ICICI,UPI-Pay,26-35,Authenticated
2024-09-24,6128,Success,0,1,Delhi,Entertainment,P2M,Android,5G,HDFC,SBI,46-55,Authenticated
2024-09-09,1225,Success,0,1,Telangana,Utilities,Bill Payment,Android,5G,PNB,SBI,18-25,Authenticated
2024-02-05,1177,Success,0,1,Telangana,Other,P2P,Android,4G,Yes Bank,ICICI,26-35,Authenticated
2024-07-21,277,Success,0,1,Karnataka,Other,P2M,iOS,4G,Axis,Yes Bank,18-25,Authenticated
2024-09-13,1035,Success,0,1,Karnataka,Transport,P2M,Android,4G,UPI-Pay,Axis,26-35,Authenticated
2024-04-24,4465,Success,0,1,Maharashtra,Education,P2M,Android,5G,SBI,Paytm Bank,36-45,Authenticated
2024-08-25,1478,Success,0,1,Andhra Pradesh,Utilities,Bill Payment,Android,4G,ICICI,Yes Bank,56+,Authenticated
2024-09-12,533,Success,0,1,Delhi,Other,P2P,iOS,4G,ICICI,PNB,26-35,Authenticated
2024-12-28,587,Success,0,1,Rajasthan,Other,P2P,Android,WiFi,Paytm Bank,SBI,26-35,Authenticated
2024-04-22,1242,Failed,0,0,Maharashtra,Utilities,P2M,Android,4G,Paytm Bank,ICICI,26-35,Authenticated
2024-09-24,229,Success,0,1,Uttar Pradesh,Other,P2P,iOS,4G,UPI-Pay,HDFC,46-55,Authenticated
2024-12-22,1397,Success,0,1,Gujarat,Utilities,Bill Payment,Android,WiFi,Yes Bank,Axis,18-25,Authenticated
2024-07-01,1326,Success,0,1,Gujarat,Grocery,P2M,Android,4G,Axis,Paytm Bank,36-45,Authenticated
2024-11-02,1738,Success,0,1,Karnataka,Healthcare,P2M,Android,5G,UPI-Pay,HDFC,26-35,Authenticated
2024-02-06,323,Success,0,1,Karnataka,Utilities,Bill Payment,Android,5G,Axis,Yes Bank,26-35,Authenticated
2024-09-13,893,Success,0,1,Uttar Pradesh,Utilities,Bill Payment,Android,5G,ICICI,PNB,46-55,Authenticated
2024-11-17,199,Success,0,1,Maharashtra,Shopping,P2M,Android,5G,PNB,Yes Bank,26-35,Authenticated
2024-08-09,1135,Success,0,1,Karnataka,Other,P2P,Android,5G,Axis,Yes Bank,26-35,Authenticated
2024-06-21,369,Success,0,1,West Bengal,Other,P2P,Android,4G,Yes Bank,ICICI,18-25,Authenticated
2024-11-25,599,Success,0,1,Karnataka,Transport,P2M,Android,4G,SBI,HDFC,36-45,Authenticated
2024-09-03,1359,Success,0,1,Telangana,Transport,P2M,Android,5G,ICICI,SBI,46-55,Authenticated
2024-06-01,481,Success,0,1,Tamil Nadu,Utilities,P2M,Android,WiFi,HDFC,ICICI,18-25,Authenticated
2024-07-31,1087,Success,0,1,Andhra Pradesh,Education,P2M,Android,WiFi,SBI,Yes Bank,36-45,Authenticated
2024-04-11,238,Success,0,1,Gujarat,Utilities,Bill Payment,iOS,4G,Axis,HDFC,46-55,Authenticated
2024-04-29,1179,Success,0,1,Tamil Nadu,Other,Recharge,Android,4G,PNB,SBI,36-45,Authenticated
2024-05-09,755,Success,0,1,Tamil Nadu,Utilities,Bill Payment,Android,4G,ICICI,Paytm Bank,36-45,Authenticated
2024-04-20,1282,Success,0,1,Tamil Nadu,Transport,P2M,Android,5G,UPI-Pay,SBI,26-35,Authenticated
2024-06-02,679,Success,0,1,Telangana,Other,Recharge,iOS,5G,Yes Bank,ICICI,46-55,Authenticated
2024-04-30,1463,Success,0,1,West Bengal,Fuel,P2M,Android,5G,Axis,UPI-Pay,56+,Authenticated
2024-07-31,905,Success,0,1,Tamil Nadu,Food,P2M,Android,4G,Axis,Paytm Bank,18-25,Authenticated
2024-10-23,656,Success,0,1,Karnataka,Other,P2P,iOS,WiFi,ICICI,HDFC,18-25,Authenticated
2024-08-01,7040,Success,0,1,Tamil Nadu,Other,P2P,Android,4G,ICICI,SBI,18-25,Authenticated
2024-12-03,3644,Success,0,1,Andhra Pradesh,Other,P2P,Android,5G,HDFC,Paytm Bank,26-35,Authenticated
2024-09-26,1200,Success,0,1,West Bengal,Utilities,Bill Payment,Android,WiFi,HDFC,Paytm Bank,18-25,Authenticated
2024-12-07,4974,Success,0,1,Karnataka,Food,P2M,iOS,5G,ICICI,Axis,26-35,Authenticated
2024-01-04,145,Success,0,1,Rajasthan,Other,P2P,iOS,5G,HDFC,ICICI,18-25,Authenticated
2024-03-10,480,Success,0,1,Telangana,Other,P2P,Android,4G,ICICI,Yes Bank,18-25,Authenticated
2024-02-04,327,Success,0,1,Telangana,Other,P2P,Android,5G,SBI,UPI-Pay,18-25,Authenticated
2024-02-15,343,Success,0,1,Rajasthan,Shopping,P2M,Android,4G,HDFC,Axis,18-25,Authenticated
2024-11-09,1057,Success,0,1,Tamil Nadu,Education,P2M,Android,4G,ICICI,Yes Bank,26-35,Authenticated
2024-01-16,1464,Success,0,1,Delhi,Other,P2P,iOS,4G,Axis,UPI-Pay,56+,Authenticated
2024-03-11,1423,Success,0,1,Maharashtra,Transport,P2M,iOS,4G,HDFC,ICICI,18-25,Authenticated
2024-08-03,9706,Success,0,1,Delhi,Education,P2M,Android,4G,SBI,Yes Bank,18-25,Authenticated
2024-07-25,687,Success,0,1,Uttar Pradesh,Other,P2P,iOS,WiFi,Yes Bank,ICICI,46-55,Authenticated
2024-10-24,288,Success,0,1,Telangana,Other,P2P,Android,5G,PNB,SBI,36-45,Authenticated
2024-02-15,1111,Success,0,1,Karnataka,Food,P2M,iOS,4G,Yes Bank,HDFC,26-35,Authenticated
2024-10-29,170,Success,0,1,West Bengal,Other,P2P,iOS,5G,ICICI,Axis,18-25,Authenticated
2024-06-03,275,Success,0,1,Karnataka,Utilities,Bill Payment,Android,5G,SBI,PNB,26-35,Authenticated
2024-05-20,959,Success,0,1,Tamil Nadu,Other,P2P,Android,4G,Paytm Bank,HDFC,36-45,Authenticated
2024-07-23,477,Success,0,1,Gujarat,Other,P2P,iOS,5G,PNB,UPI-Pay,26-35,Authenticated
2024-09-14,1313,Success,0,1,Delhi,Education,P2M,Android,5G,UPI-Pay,HDFC,36-45,Authenticated
2024-12-19,518,Success,0,1,Rajasthan,Shopping,P2M,Android,WiFi,HDFC,Paytm Bank,26-35,Authenticated
2024-02-23,890,Success,0,1,Maharashtra,Healthcare,P2M,iOS,5G,SBI,HDFC,18-25,Authenticated
2024-07-07,155,Success,0,1,West Bengal,Shopping,P2M,Android,5G,Yes Bank,SBI,18-25,Authenticated
2024-05-27,416,Success,0,1,Karnataka,Utilities,P2M,Android,5G,SBI,HDFC,18-25,Authenticated
2024-07-13,186,Success,0,1,Maharashtra,Education,P2M,Android,5G,HDFC,Paytm Bank,26-35,Authenticated
2024-02-08,1718,Success,0,1,Telangana,Other,P2P,Android,4G,HDFC,UPI-Pay,26-35,Authenticated
2024-09-30,776,Success,0,1,Rajasthan,Healthcare,P2M,Android,5G,Paytm Bank,SBI,36-45,Authenticated
2024-01-24,1049,Success,0,1,Gujarat,Other,P2P,iOS,4G,Axis,ICICI,36-45,Authenticated
2024-11-22,1251,Success,0,1,Gujarat,Grocery,P2M,Android,5G,UPI-Pay,Paytm Bank,26-35,Authenticated
2024-08-25,279,Success,0,1,West Bengal,Grocery,P2M,Android,4G,ICICI,PNB,36-45,Suspicious
2024-04-24,6224,Success,0,1,Delhi,Food,P2M,Android,5G,PNB,HDFC,26-35,Authenticated
2024-03-20,329,Success,0,1,West Bengal,Other,P2P,iOS,WiFi,Axis,Yes Bank,36-45,Authenticated
2024-05-29,9323,Success,0,1,Gujarat,Utilities,Bill Payment,Android,4G,HDFC,Paytm Bank,26-35,Authenticated
2024-07-08,477,Success,0,1,Tamil Nadu,Healthcare,P2M,iOS,4G,ICICI,SBI,26-35,Authenticated
2024-07-18,1280,Success,0,1,West Bengal,Utilities,Bill Payment,Android,4G,Yes Bank,PNB,36-45,Authenticated
2024-05-23,1347,Success,0,1,Maharashtra,Other,Recharge,Android,4G,UPI-Pay,Paytm Bank,26-35,Authenticated
2024-06-05,376,Success,0,1,Delhi,Food,P2M,Android,4G,SBI,UPI-Pay,26-35,Authenticated
2024-10-28,4587,Success,0,1,Tamil Nadu,Other,P2P,Android,5G,Yes Bank,ICICI,26-35,Authenticated
2024-10-13,729,Success,0,1,Gujarat,Education,P2M,Android,4G,HDFC,Paytm Bank,36-45,Authenticated
2024-11-29,524,Success,0,1,Maharashtra,Other,P2P,Android,5G,SBI,Paytm Bank,18-25,Authenticated
